Location,Map Ref,X Coordinate,Y Coordinate,Mobile,Route,Number,Stop Name,Sheltered Location,Arrive,Depart,Stay,Day of the week,Week No
Long Itchington,115,440977,265175,Southam,E,1,Green Man,No,09:30,09:45,15,Friday,1
Long Itchington,115,441159,265157,Southam,N,8,Bizzytots Playgroup,No,09:50,10:30,40,Wednesday,3
Long Itchington,115,441956,265009,Southam,E,3,Wulfstan Drive,No,10:35,10:55,20,Friday,1
Long Itchington,,442012,264903,Southam,E,2,Pre School,No,09:55,10:30,35,Friday,1
Long Itchington,115,441442,265692,Southam,D,14,Marton Road,No,15:45,16:00,15,Thursday,1
Long Lawford,82,447626,276084,Bedworth,D,6,School,No,15:00,15:25,25,Thursday,1
Long Lawford,82,447121,276176,Bedworth,D,2,Judge Close,No,11:40,12:05,25,Thursday,1
Long Lawford,82,447012,275724,Bedworth,D,3,The Green,No,12:10,12:25,15,Thursday,1
Long Marston,129,415367,248737,Alcester,G,2,Masons Arms,No,10:10,10:50,40,Tuesday,2
Lower Brailes,137,431409,239302,Southam,G,5,Opposite The George,No,12:15,12:30,15,Tuesday,2
Lower Brailes,137,431752,239072,Southam,G,6,The Park,No,12:35,12:50,15,Tuesday,2
Lower Clopton,120,417000,247388,Alcester,G,3,Marston Edge Nursery,No,11:15,11:30,15,Tuesday,2
Lower Quinton,129,417905,247152,Alcester,G,4,Corbett House,No,11:35,12:50,75,Tuesday,2
Lower Quinton,129,417680,246961,Alcester,G,5,Goose Lane,No,14:00,14:15,15,Tuesday,2
Lower Shuckburgh,117,449792,261830,Southam,H,6,Hall Lodge,No,12:40,13:00,20,Wednesday,2
Lower Shuckburgh,116,448941,262608,Southam,H,7,By Church,No,13:05,13:20,15,Wednesday,2
Lower Tysoe,138,434233,245242,Southam,C,3,Badger's Lane,No,10:45,11:05,20,Wednesday,1
Lower Tysoe,138,433800,245070,Southam,C,2,Townsend Farm,No,10:25,10:40,15,Wednesday,1
Lowsonford,113,418386,267725,Kenilworth,M,5,Uplands Farm,No,12:00,12:20,20,Tuesday,3
Loxley,130,424029,251779,Alcester,O,1,Goldicote House,No,09:35,09:50,15,Friday,1
Mancetter,,425394,305328,Atherstone,H,1,Little Stars,No,09:30,09:50,20,Wednesday,2
Mappleborough Green,86,409114,269369,Alcester,H,1,"The Old Thatch, Pink Green (A435)",No,09:00,09:15,15,Wednesday,2
Mappleborough Green,112,408033,265776,Alcester,E,5,Pratts Lane,No,11:40,12:00,20,Friday,1
Marston Doles,125,446541,258301,Southam,P,10,Canal Bridge,No,14:55,15:10,15,Friday,3
Marton,115,440742,268846,Southam,D,13,Shepherd Street,No,15:05,15:35,30,Thursday,1
Maxstoke,35,423100,288112,Atherstone,K,2,School House Cottages,No,10:25,10:40,15,Friday,2
Middle Tysoe,138,433943,244166,Southam,C,4,Village Hall,No,11:15,11:50,35,Wednesday,1
Middle Tysoe,138,433898,244003,Southam,C,7,Tysoe Pre-School,No,14:00,14:20,20,Wednesday,1
Middleton,7,414736,298913,Atherstone,B,1,Hill Lane,No,10:00,10:55,55,Tuesday,1
Middleton,8,417845,298313,Atherstone,B,2,Church Lane,No,11:05,11:25,20,Tuesday,1
Middleton,8,417652,298289,Atherstone,B,3,Church,No,11:30,11:45,15,Tuesday,1
Middleton,8,417091,296986,Atherstone,B,4,Broad Lake,No,11:50,12:10,20,Tuesday,1
Monks Kirby,53,445534,284176,Bedworth,F,1,Fosse Farm,No,09:15,09:30,15,Monday,2
Monks Kirby,53,446624,283078,Bedworth,F,3,22 Brockhurst Road,No,10:20,10:50,30,Monday,2
Moreton Morrell,122,431114,255915,Southam,B,5,Black Horse,No,12:30,12:45,15,Tuesday,1
Moreton Morrell,122,431017,256203,Southam,B,6,Oak Tree Close,No,12:50,13:10,20,Tuesday,1
Napton,125,446619,261311,Southam,H,8,Vicarage Road,No,14:25,14:50,25,Wednesday,2
Napton,125,446433,260990,Southam,H,9,Village Green,No,14:55,15:10,15,Wednesday,2
Napton,125,446628,260918,Southam,H,10,Victory Club,No,15:15,16:00,45,Wednesday,2
Nether Whitacre,25,423230,293029,Atherstone,E,2,Dog Pub,No,10:15,10:35,20,Friday,1
Nether Whitacre,25,423116,292413,Atherstone,E,3,Reddings Lane,No,11:00,11:15,15,Friday,1
Nether Whitacre,25,422215,292866,Atherstone,E,4,Middle Lane,No,11:20,11:35,15,Friday,1
Nether Whitacre,24,421876,293169,Atherstone,E,5,Rosecot,No,11:40,11:55,15,Friday,1
New Arley,37,429224,289650,Atherstone,C,2,Stewarts Court,No,10:10,10:45,35,Wednesday,1
New Arley,37,429541,289793,Atherstone,C,1,Sycamore Crescent,No,09:25,10:05,40,Wednesday,1
Newbold on Avon,,449006,277177,Bedworth,K,5,The Shops,No,14:00,14:30,30,Friday,2
Newbold on Stour,130,424643,246262,Alcester,D,5,Village Hall,No,11:20,11:50,30,Thursday,1
Newbold on Stour,130,424108,247181,Alcester,D,4,Talton Farm Shop,No,10:45,11:00,15,Thursday,1
Newton,83,453092,278103,Bedworth,C,5,Stag and Pheasant pub,No,14:55,15:30,35,Wednesday,1
Newton Regis,2,427842,307432,Atherstone,H,2,Church,No,10:10,10:30,20,Wednesday,2
Northend,131,439131,252641,Southam,M,7,Memorial,No,14:00,14:15,15,Tuesday,3
Northend,133,439374,252757,Southam,M,8,The Prebend,No,14:20,14:35,15,Tuesday,3
Northend,133,439263,252486,Southam,M,9,Malthouse Close,No,14:40,14:55,15,Tuesday,3
Norton Lindsey,114,422361,263368,Kenilworth,B,7,Village Hall,No,14:35,14:55,20,Tuesday,1
Norton Lindsey,114,422807,263122,Kenilworth,B,8,New Inn,No,15:15,15:35,20,Tuesday,1
Norton Lindsey,114,422661,262292,Kenilworth,B,9,Blacon Cottages,No,15:40,15:50,10,Tuesday,1
Norton Lindsey,114,422235,263960,Kenilworth,B,6,Ganaway Stables,No,14:15,14:30,15,Tuesday,1
Nuneaton,29,436329,290102,Atherstone,P,2,Donnithorne Ave,No,10:40,10:55,15,Friday,3
Nuneaton,,436197,291241,Atherstone,L,3,Aldersgate,Yes,11:35,12:40,65,Monday,3
Nuneaton,,434352,291400,Atherstone,O,3,Arthur Russell Court,Yes,11:15,12:25,70,Thursday,3
Nuneaton,,434536,292033,Atherstone,O,6,Blackatree,Yes,15:15,16:00,45,Thursday,3
Nuneaton,,435957,290953,Atherstone,L,2,Cheveral Place Complex,Yes,10:50,11:30,40,Monday,3
Nuneaton,,436820,292952,Atherstone,L,4,Reg Haddon Court and Niton Road,Yes,14:00,14:50,50,Monday,3
Nuneaton,,434735,291169,Atherstone,O,1,Runnymede Gardens,Yes,09:30,10:00,30,Thursday,3
Nuneaton,,431239,293540,Atherstone,M,2,St. Johns,Yes,11:15,12:00,45,Tuesday,3
Nuneaton,,434788,291280,Atherstone,O,2,Sunnyside Court,Yes,10:05,10:50,45,Thursday,3
Nuneaton,,434165,291950,Atherstone,O,4,Windsor Gardens (Hanover Housing Association),Yes,13:30,14:00,30,Thursday,3
Offchurch,111,435965,265866,Southam,L,3,Tudor Cottages,No,10:30,10:50,20,Monday,3
Offchurch,111,435968,265616,Southam,L,4,Old Post Office,No,10:55,11:15,20,Monday,3
Old Arley,26,427513,290453,Atherstone,F,1,Devitts Green,No,10:00,10:20,20,Monday,2
Old Arley,26,428149,290572,Atherstone,F,2,Beechgrove,No,10:25,10:45,20,Monday,2
Old Arley,26,428465,289944,Atherstone,F,5,Spinney Close,No,12:20,12:35,15,Monday,2
Old Arley,26,428388,290799,Atherstone,F,6,Wagon Load of Lime,No,12:40,13:05,25,Monday,2
Oldberrow,112,412045,265934,Alcester,E,7,Oldberrow House,No,13:50,14:05,15,Friday,1
"Outwoods, Packington",45,422281,283855,Atherstone,G,6,Packington Hall,No,14:50,15:05,15,Tuesday,2
"Outwoods, Packington",45,423717,283387,Atherstone,G,5,"Dairy Farm, Packington",No,14:25,14:45,20,Tuesday,2
Oxhill,137,431528,245941,Southam,G,1,Village Hall,No,10:00,10:30,30,Tuesday,2
Pailton,67,450304,282491,Bedworth,F,7,Spinney Close ,No,12:35,12:50,15,Monday,2
Pailton,67,450389,282031,Bedworth,F,6,Cestersover Farm ,No,12:10,12:30,20,Tuesday,2
Pailton,66,447144,281969,Bedworth,F,4,White Lion,No,11:00,11:20,20,Monday,2
Pailton,66,447355,281961,Bedworth,F,5,Brookside Drive,No,11:40,12:00,20,Monday,2
Piccadilly,9,422949,298050,Atherstone,N,1,Post Office,No,09:50,10:20,30,Wednesday,3
Pillerton Hersey,131,430034,248724,Southam,M,3,Post Box,No,10:45,11:00,15,Tuesday,3
Pillerton Hersey,131,430585,249196,Southam,M,2,The Hills,No,10:25,10:40,15,Tuesday,3
Pillerton Priors,131,429336,247824,Southam,M,4,Village Hall,No,11:05,11:25,20,Tuesday,3
Polesworth,,426415,301762,Atherstone,H,8,Monument View/Sunset House,Yes,14:05,14:20,15,Wednesday,2
Polesworth,,426628,302884,Atherstone,H,7,Princes Road,Yes,13:30,14:00,30,Wednesday,2
Preston Bagot,113,417282,265728,Kenilworth,M,4,Henley Road,No,11:35,11:50,15,Tuesday,3
Preston on Stour,130,420441,249780,Alcester,D,1,Village Hall,No,09:15,09:35,20,Thursday,1
Princethorpe,96,439975,270795,Southam,D,6,"Post Box, Leamington Road",No,11:20,11:40,20,Thursday,1
Princethorpe,96,440343,271045,Southam,D,7,Fosse Crescent,No,11:45,12:00,15,Thursday,1
Princethorpe,96,440788,270839,Southam,D,8,Hill Top Mobile Home Park,No,12:05,12:25,20,Thursday,1
Priors Hardwick,134,447119,256142,Southam,P,8,Church,No,14:00,14:20,20,Friday,3
Priors Marston,125,448847,257584,Southam,P,9,Old Peoples Bungalows,No,14:30,14:50,20,Friday,3
Radford Semele,,434437,264465,Southam,L,8,Hallfields,No,12:25,12:45,20,Monday,3
Radford Semele,110,434176,264624,Southam,L,9,Hilltop,No,13:55,14:15,20,Monday,3
Radford Semele,110,434448,264099,Southam,L,6,Lewis Road/Godfrey,No,11:45,12:00,15,Monday,3
Radford Semele,110,434543,264535,Southam,L,5,Chance Fields,No,11:20,11:40,20,Monday,3
Radford Semele,110,434564,264329,Southam,L,7,Lewis Road/Overton Road,No,12:05,12:20,15,Monday,3
Radway,133,437158,248257,Southam,C,1,Bus Shelter,No,09:50,10:10,20,Wednesday,1
Ratley,132,438010,247587,Southam,C,9,Council Houses,No,14:55,15:15,20,Wednesday,1
Ratley,133,438196,247420,Southam,C,10,Old School,No,15:20,15:40,20,Wednesday,1
Ridge Lane,18,429467,294940,Atherstone,F,8,Arden Forest Estate,No,14:40,14:55,15,Monday,2
Rowington,114,419966,270143,Kenilworth,J,9,Men's Club,No,14:10,14:30,20,Thursday,2
Rowington,114,420153,269421,Kenilworth,J,8,St Lawrence Close,No,13:45,14:00,15,Thursday,2
Rugby,,451447,275451,Bedworth,C,1,Sun Street and Windsor Street,Yes,09:45,10:50,65,Wednesday,1
Rugby,,450604,275448,Bedworth,C,2,Albert Square,Yes,11:20,12:10,50,Wednesday,1
Rugby,,449955,275171,Kenilworth,O,4,Brooke Court,Yes,13:45,14:45,60,Thursday,3
Rugby,,450867,274906,Bedworth,M,2,Lesley Souter House,Yes,11:40,12:40,60,Tuesday,3
Rugby,,450867,275330,Kenilworth,O,3,Murrayian Court,Yes,11:50,12:30,40,Thursday,3
Rugby,,448730,274013,Kenilworth,O,1,St. Mark's (Orbit Housing Association,Yes,09:30,10:25,55,Thursday,3
Rugby,,450590,275107,Kenilworth,O,2,Trinity Court ,Yes,10:45,11:15,30,Tuesday,3
Rugby,,450342,274478,Bedworth,M,1,Dickinson Court,Yes,10:00,11:15,75,Tuesday,3
Rugby,,446911,273096,Bedworth,P,5,Nature Trails Day Nursery,No,14:30,15:00,30,Friday,3
Ryton on Dunsmore,79,437494,274635,Bedworth,H,2,Oxford Road,No,09:35,09:50,15,Wednesday,2
Ryton on Dunsmore,79,438196,273148,Bedworth,H,3,Police Training Centre,No,09:55,10:15,20,Wednesday,2
Ryton on Dunsmore,79,438456,274048,Bedworth,H,4,High Street,No,10:35,10:55,20,Wednesday,2
Ryton on Dunsmore,79,438261,274220,Bedworth,H,5,Sodens Avenue,No,11:00,11:20,20,Wednesday,2
Ryton on Dunsmore,79,438646,273880,Bedworth,H,6,Leamington Road,No,11:25,11:40,15,Wednesday,2
Ryton on Dunsmore,79,438563,274593,Bedworth,H,7,Church Road,No,11:50,12:10,20,Wednesday,2
Salford Priors,127,405732,251911,Alcester,J,1,Rushford Garage - Irons Cross,No,09:00,09:20,20,Thursday,2
Salford Priors,127,407376,250848,Alcester,J,2,Hollies End - Evesham Road,No,09:30,09:50,20,Thursday,2
Salford Priors,127,407420,251289,Alcester,J,3,Council Houses - School Road,No,09:55,10:10,15,Thursday,2
Salford Priors,127,407187,251558,Alcester,J,4,School - School Avenue,No,10:15,10:30,15,Thursday,2
Sambourne,103,406045,261874,Alcester,E,2,Green Dragon,No,09:30,09:50,20,Friday,1
Sambourne,103,405875,262092,Alcester,E,3,Sambourne Lane,No,09:55,10:25,30,Friday,1
Sawbridge,117,450381,265949,Southam,N,7,The Green,No,13:50,14:10,20,Wednesday,3
Shilton,51,440086,284656,Bedworth,N,1,Hallway Drive,No,09:40,10:15,35,Wednesday,3
Shipston-on-Stour,,425371,240611,Alcester,L,2,Berry Close,Yes,10:40,11:00,20,Monday,3
Shipston-on-Stour,,425746,240739,Alcester,L,1,Rainbow Fields Sheltered Housing Scheme,Yes,09:35,10:35,60,Monday,3
Shipston-on-Stour,,425755,240355,Alcester,L,3,Stour Court Sheltered Housing Scheme,Yes,11:25,12:20,55,Monday,3
Shotteswell,139,442421,245539,Southam,B,9,Bus Shelter,No,15:20,15:55,35,Tuesday,1
Shrewley,114,422418,267569,Kenilworth,M,6,Off Green Lane,No,14:00,14:15,15,Tuesday,3
Shustoke,24,422924,290730,Atherstone,E,8,opp Croxall Drive,No,13:20,14:00,40,Friday,1
Shustoke,24,425371,289233,Atherstone,K,1,Shawbury Cottages,No,10:00,10:15,15,Friday,2
Snitterfield,121,423071,259748,Kenilworth,G,7,High Close Farm,No,13:40,13:55,15,Tuesday,2
Snitterfield,121,421239,259941,Kenilworth,G,8,Village Hall,No,14:15,14:45,30,Tuesday,2
Snitterfield,121,421774,260091,Kenilworth,G,6,Church Lane,No,13:15,13:30,15,Tuesday,2
Snitterfield,121,421381,259263,Kenilworth,G,9,The Spinney,No,15:00,15:15,15,Tuesday,2
Snitterfield,,421300,259910,Kenilworth,G,5,Snitterfield Nursery,No,11:30,11:55,25,Tuesday,2
Southam,,442100,261978,Southam,E,5,St. Wulstans Court,Yes,11:45,12:30,45,Friday,1
Southam,,441535,261902,Southam,E,6,Wattons Lodge Sheltered Housing Scheme,Yes,13:40,14:30,50,Friday,1
Southam,147,441639,260287,Southam,K,9,Galanos House,Yes,14:50,15:45,55,Friday,1
Spernall,119,410212,261973,Alcester,F,2,Upper Spernall Farm,No,10:20,10:35,15,Monday,2
Spernall,119,411193,262224,Alcester,F,3,"Burford Farm, Burford Lane",No,10:45,11:00,15,Monday,2
Stareton,,433684,271521,Kenilworth,C,2,Beehive Lodge,No,10:05,10:20,15,Wednesday,1
Stockingford,,434624,291820,Atherstone,O,5,Byford Court,Yes,14:10,15:10,60,Thursday,3
Stockton,125,443737,263602,Southam,H,1,Church,No,09:35,10:05,30,Wednesday,2
Stockton,125,443896,263873,Southam,H,2,Nelson Club - Napton Road,No,10:10,10:30,20,Wednesday,2
Stockton,115,442852,264597,Southam,E,4,Greaves Cottages,No,11:20,11:35,15,Friday,1
Stoneleigh,94,432978,272696,Kenilworth,C,1,Village Green,No,09:30,09:55,25,Wednesday,1
Stoneleigh,,432096,271323,Southam,E,7,Wren Nursery,No,15:00,15:45,45,Friday,1
Stourton,141,430440,236043,Alcester,K,4,Lanes End Farm,No,11:40,11:55,15,Friday,2
Stratford upon Avon,129,416704,253779,Alcester,C,5,Dodwell Mobile Home Park,No,11:40,12:10,30,Wednesday,1
Stratford upon Avon,129,418229,253499,Alcester,C,4,Luddington Road (Stannells Close),No,10:50,11:15,25,Wednesday,1
Stratford upon Avon,,419204,255257,Alcester,C,2,Baker Ave. Lay-by near Sheltered Accom.,No,09:45,10:00,15,Wednesday,1
Stratford upon Avon,,418507,255697,Alcester,C,3,"Drayton Ave shops, Lay-by near Bishopston School, ",No,10:05,10:30,25,Wednesday,1
Stratford upon Avon,,418103,255126,Alcester,C,1,6 - 8 West Green Drive,No,09:15,09:35,20,Wednesday,1
Stratford upon Avon,,419589,255000,Alcester,P,5,Briar Croft Housing Scheme,Yes,13:50,14:50,60,Friday,3
Stratford upon Avon,,420603,255547,Alcester,M,1,Cedar Lawn,Yes,09:30,10:25,55,Tuesday,3
Stratford upon Avon,144,419108,256481,Alcester,P,3,Caring Kindergarten,No,11:15,11:45,30,Friday,3
Stratford upon Avon,,419860,254146,Alcester,P,2,Melville House ,Yes,09:50,10:50,60,Friday,3
Stratford upon Avon,,421695,255673,Alcester,M,2,Reading Court,Yes,10:55,12:10,75,Tuesday,3
Stratford upon Avon,,419924,254117,Alcester,P,1,Saffron Meadow (Stratford Bentley Nursing Home),Yes,09:00,09:45,45,Friday,3
Stratford upon Avon,,422089,255581,Alcester,M,5,Tiddington Court,Yes,14:30,15:30,60,Tuesday,3
Stratford upon Avon,144,419528,255062,Alcester,P,4,Hathaway Court,Yes,12:00,12:30,30,Friday,3
Stratford upon Avon,144,418653,256202,Kenilworth,K,9,Footsteps Day Nursery,No,14:15,15:00,45,Friday,2
Street Ashton,65,445333,282467,Bedworth,F,2,Lea Cottage,No,09:55,10:10,15,Monday,2
Street Ashton,,445392,282730,Bedworth,K,6,Mater Ecclesiae Convent,Yes,14:50,15:10,20,Friday,2
Stretton on Dunsmore,96,441267,272550,Bedworth,H,8,Rugby Lane,No,13:30,13:45,15,Wednesday,2
Stretton on Dunsmore,96,441288,272813,Bedworth,H,9,Meadow Close,No,13:50,14:15,25,Wednesday,2
Stretton on Dunsmore,96,440824,272557,Bedworth,H,10,Post Office,No,14:20,15:00,40,Wednesday,2
Stretton on Fosse,136,422068,238508,Alcester,O,5,Village Hall,No,12:30,13:15,45,Thursday,3
Stretton under Fosse,65,445065,281405,Bedworth,B,8,Farriers Court,No,14:10,14:30,20,Tuesday,1
Studley,103,406597,262424,Alcester,E,1,"Lay-by, Middletown",No,09:00,09:25,25,Friday,1
Studley,112,408648,264726,Alcester,E,6,Hardwicke Lane/Vale Farm,No,12:15,12:35,20,Friday,1
Studley,,407282,263670,Alcester,E,4,Pardoe House,Yes,10:45,11:15,30,Friday,1
Sutton-under-Brailes,141,430087,237349,Alcester,K,7,Washbrook Place,No,14:35,15:00,25,Friday,2
Sydenham,110,433223,264881,Southam,L,10,Sydni Centre,No,14:20,14:50,30,Monday,3
Tanworth,70,411270,270522,Alcester,H,13,Village Green,No,15:10,15:50,40,Wednesday,2
Tanworth,112,409605,269509,Alcester,H,14,New House,No,15:55,16:05,10,Wednesday,2
Temple Grafton,119,412251,254875,Alcester,J,11,Croft Lane,No,15:15,15:45,30,Thursday,2
Temple Herdewycke,,437871,252389,Southam,M,5,Stuart Gardens,No,12:10,12:25,15,Tuesday,3
Thurlaston,98,446786,271068,Bedworth,K,2,"Bus Stop, Main Street",No,10:15,10:30,15,Friday,2
Tiddington,148,422206,255777,Alcester,M,4,Whitfield Close,No,13:55,14:25,30,Tuesday,3
Tiddington,,422367,255900,Alcester,O,6,Margaret Court,Yes,14:50,15:20,30,Thursday,3
Tidmington,141,426065,238118,Alcester,L,5,Burmington Mill,No,14:10,14:30,20,Monday,3
Tredington,136,425847,243579,Alcester,L,7,The Church,No,15:10,15:30,20,Monday,3
Tredington,136,425611,243622,Alcester,D,7,Fosseway Crescent,No,13:50,14:10,20,Thursday,1
Ufton,111,437797,262039,Southam,L,1,Ufton Fields,No,09:30,09:50,20,Monday,3
Ullenhall,112,412187,267394,Alcester,E,7,Village Cross,No,14:00,14:35,35,Friday,1
Upper Brailes,137,430794,239416,Southam,G,7,Village Hall,No,12:55,13:10,15,Tuesday,2
Upper Brailes,137,430408,240176,Southam,G,4,The Fountain,No,11:50,12:05,15,Tuesday,2
Upper Clopton,135,417214,244309,Alcester,G,7,Cherry Bank,No,14:55,15:10,15,Tuesday,2
Upper Quinton,129,417704,246490,Alcester,G,8,The Green,No,15:20,15:40,20,Tuesday,2
Upper Tysoe,138,433589,243800,Southam,C,5,Poolgate,No,12:00,12:20,20,Wednesday,1
Upper Tysoe,138,433791,243726,Southam,C,6,Nr Baldwin's Lane,No,12:25,13:00,35,Wednesday,1
Wappenbury,107,437795,269800,Southam,D,5,Layby,No,10:45,11:00,15,Thursday,1
Warmington,133,441182,247668,Southam,B,8,The Green,No,14:55,15:15,20,Tuesday,1
Warton,5,428457,303594,Atherstone,H,6,"Fox and Dogs public house, Orton Road",No,12:05,12:20,15,Wednesday,2
Warwick,123,433382,256979,Southam,O,3,"Redlands Mobile Home Park, Banbury Rd",No,10:25,11:00,35,Thursday,3
Warwick,,428625,265050,Kenilworth,L,4,Castlegate Mews,Yes,14:00,14:30,30,Monday,3
Warwick,108,428438,265595,Kenilworth,P,6,Sharpe Close/Truman Close ,No,14:45,15:15,30,Friday,3
Warwick,,428630,266563,Kenilworth,B,1,Woodloes Park - Eborall Close,No,09:30,09:50,20,Tuesday,1
Warwick,,430078,265692,Kenilworth,L,3,Grange Close,Yes,13:15,13:45,30,Monday,3
Warwick,,428837,265197,Kenilworth,F,8,Healey Court,Yes,15:15,16:15,60,Monday,2
Warwick,,428800,265129,Kenilworth,L,2,James Court,Yes,10:45,12:00,75,Monday,3
Warwick,,429323,265285,Kenilworth,F,6,Lakeland House,Yes,14:15,14:40,25,Monday,2
Warwick,,428722,265252,Kenilworth,P,1,Yeomanry Court,Yes,09:30,10:30,60,Friday,3
Warwick,,428554,265099,Kenilworth,L,5,Priory Walk,Yes,14:50,15:30,40,Monday,3
Warwick,,427409,265712,Kenilworth,P,3,Saltisford/Antelope Gardens,Yes,11:45,12:20,35,Friday,3
Warwick,,428000,265875,Kenilworth,P,4,Tatnall Grove Bungalows,Yes,13:30,13:55,25,Friday,3
Warwick,,429046,265295,Kenilworth,F,7,Westbury Court,Yes,14:45,15:10,25,Monday,2
Warwick,,429353,266163,Kenilworth,P,5,Woodside,Yes,14:05,14:20,15,Friday,3
Warwick,,428564,265170,Kenilworth,L,1,Montgomery Court,Yes,09:30,10:20,50,Monday,3
Warwick,108,427209,263910,Kenilworth,P,2,Kipling Avenue/Pathways Nursery,No,10:55,11:35,40,Friday,3
Water Orton,,418410,291089,Atherstone,D,2,George Road/Edward Road,Yes,11:30,12:20,50,Thursday,1
Weddington,,436730,293033,Atherstone,L,5,The Chines,Yes,14:55,15:25,30,Monday,3
Welford,129,414443,251527,Alcester,C,7,Hunt Hall Lane,No,14:00,14:15,15,Wednesday,1
Welford,129,414948,251807,Alcester,C,8,The Maypole,No,14:20,14:45,25,Wednesday,1
Welford,129,414618,252198,Alcester,C,6,The Church,No,13:30,13:50,20,Wednesday,1
Wellesbourne,,427474,254542,Kenilworth,E,4,Farrington Court,Yes,11:30,12:15,45,Friday,1
Wellesbourne,,428071,255984,Kenilworth,E,3,Lawrence Mackie House Sheltered Housing,Yes,10:45,11:25,40,Friday,1
Wellesbourne,,427939,255700,Kenilworth,E,8,Willett House,Yes,15:10,15:30,20,Friday,1
Weston under Wetherley,107,436261,269361,Bedworth,E,1,St Michael's Close,No,09:30,09:50,20,Friday,1
Whatcote,137,430022,244650,Southam,G,2,Royal Oak,No,10:40,11:00,20,Tuesday,2
Whichford,141,431437,234663,Alcester,K,5,Memorial,No,13:15,13:45,30,Friday,2
Whitacre Heath,24,421928,292552,Atherstone,E,6,Church Hall,No,12:00,12:20,20,Friday,1
Whitacre Heath,24,421871,291723,Atherstone,E,7,Station Road,No,12:25,12:40,15,Friday,1
Whitnash,,432258,262677,Southam,J,2,Landor House,Yes,10:45,11:30,45,Thursday,2
Wibtoft,43,447841,287492,Bedworth,F,9,Littlecroft,No,14:40,15:05,25,Monday,2
Willey,54,449519,284583,Bedworth,F,8,Main Street,No,14:10,14:30,20,Monday,2
Willington,137,426627,239151,Alcester,L,4,Brook Cottages,No,12:30,12:50,20,Monday,3
Willoughby,116,452226,267362,Southam,N,6,"Old Smithy, Magdalen Road",No,11:55,12:15,20,Wednesday,3
Wilmcote,120,415907,258271,Alcester,F,6,Glebe Road,No,14:25,14:55,30,Monday,2
Wilmcote,120,415539,258460,Alcester,F,7,Aston Cantlow Road,No,15:00,15:15,15,Monday,2
Wimpstone,130,421639,248770,Alcester,D,2,Opp. Old Forge,No,09:45,10:00,15,Thursday,1
Winderton,138,432731,240662,Southam,G,8,By Old Barn,No,14:20,14:35,15,Tuesday,2
Wishaw,14,416981,294551,Atherstone,B,5,Church Lane,No,12:20,12:35,15,Tuesday,1
Withybrook,52,442688,285448,Bedworth,B,7,New House,No,12:25,12:45,20,Tuesday,1
Wolverton,114,420797,262527,Kenilworth,G,1,Brandlehow,No,09:30,09:45,15,Tuesday,2
Wolvey,41,443159,288990,Bedworth,B,2,Bel Air,No,09:55,10:10,15,Tuesday,1
Wolvey,41,443730,288433,Bedworth,B,3,Mill Lane,No,10:35,10:55,20,Tuesday,1
Wolvey,41,443028,287834,Bedworth,B,4,Post Office,No,11:00,11:25,25,Tuesday,1
Wolvey,41,442485,287834,Bedworth,B,5,Bulkington Road,No,11:35,11:55,20,Tuesday,1
Wolvey,41,442789,287551,Bedworth,B,6,Pipers End,No,12:00,12:20,20,Tuesday,1
Wood End,10,424104,298243,Atherstone,N,10,Smith Street,No,15:35,15:50,15,Wednesday,3
Wood End,87,409680,270933,Alcester,H,6,The Lodge,No,10:40,10:50,10,Wednesday,2
Wood End,87,408577,271896,Alcester,H,7,Rosedene,No,11:10,11:25,15,Wednesday,2
Wood End,70,410512,271319,Alcester,H,12,Gilberts Green,No,14:55,15:05,10,Wednesday,2
Wood End,10,424252,298319,Atherstone,N,9,Lay by opposite Post Office  ,No,15:05,15:30,25,Wednesday,3
Wootton Wawen,113,415455,263381,Alcester,F,4,Wootton Hall,No,11:35,12:35,60,Monday,2
Wootton Wawen,113,415253,263203,Alcester,F,5,Seymore Homes,No,12:40,12:55,15,Monday,2
Wormleighton,134,444853,253661,Southam,P,7,Manor House Lay-by,No,13:30,13:50,20,Friday,3
Yarningale Common,113,418825,265838,Kenilworth,M,3,The Common,No,11:10,11:25,15,Tuesday,3
