ESTAB,School name,District,Education Area,Type,Phase,2008 Information Not Yet Obtained,2008 Any Other Asian Background,2008 Any Other Black Background,2008 Any Other Ethnic Group,2008 Any Other Mixed Background,2008 Any Other White Background,2008 Bangladeshi,2008 Black - African,2008 Black Caribbean,2008 Chinese,2008 Gypsy / Roma,2008 Indian,2008 Pakistani,2008 Refused,2008 Traveller of Irish Heritage,2008 White - British,2008 White - Irish,2008 White and Asian,2008 White and Black African,2008 White and Black Caribbean,2009 Information Not Yet Obtained,2009 Any Other Asian Background,2009 Any Other Black Background,2009 Any Other Ethnic Group,2009 Any Other Mixed Background,2009 Any Other White Background,2009 Bangladeshi,2009 Black - African,2009 Black Caribbean,2009 Chinese,2009 Gypsy / Roma,2009 Indian,2009 Pakistani,2009 Refused,2009 Traveller of Irish Heritage,2009 White - British,2009 White - Irish,2009 White and Asian,2009 White and Black African,2009 White and Black Caribbean,2010 Information Not Yet Obtained,2010 Any Other Asian Background,2010 Any Other Black Background,2010 Any Other Ethnic Group,2010 Any Other Mixed Background,2010 Any Other White Background,2010 Bangladeshi,2010 Black - African,2010 Black Caribbean,2010 Chinese,2010 Gypsy / Roma,2010 Indian,2010 Pakistani,2010 Refused,2010 Traveller of Irish Heritage,2010 White - British,2010 White - Irish,2010 White and Asian,2010 White and Black African,2010 White and Black Caribbean
3141,Bishops Tachbrook C.Of E. Primary School,Warwick,Central,Primary,Primary,0,0,0,0,0,0.5,0,1,0,0,0,4.9,1,0.5,0.5,89.2,0.5,0.5,0,1.5,0,0,0,0,0,0.5,0,0,0,0,0,5.1,0.5,0.5,0,90.3,0.5,0.5,0,2.1,0,0,0,0,0,0,0,0,0,0.5,0,6,0.5,0,0,88.4,0.5,0.5,0,3.5
3143,Burton Green C.Of E. Primary School,Warwick,Central,Primary,Primary,0,2,0,0,3,1,0,1,0,0,0,5.1,2,2,0,82.8,0,1,0,0,0,1,0,0,3,2,0,0,0,0,0,4,2,0,0,86.9,0,1,0,0,0,1,0,0,5,2,0,0,0,0,0,3,2,0,0,87.1,0,0,0,0
3144,Cubbington C.Of E. Primary School,Warwick,Central,Primary,Primary,0,0.5,0,0.5,2,3,0,0,0,1,0,1.5,0,2.5,0,87.9,0,1,0,0,0,0.5,0,0.5,2,2.5,0,0,0,1,0,1,0,1.5,0,90.4,0,0.5,0,0,0,0.5,0,0,2.5,2.5,0,0,0,1,0,1,0,0.5,0,91.5,0,0.5,0,0
3146,"St. Nicholas C.Of E. Primary School, Kenilworth",Warwick,Central,Primary,Primary,0,1.2,0.2,0.7,1.5,3.7,0,0.2,0,0.7,0,2.5,0,1.7,0,85.4,0,0.7,0,1.2,0,1.8,0.3,0.5,1.5,3.8,0,0.3,0,0.3,0,2,0,1.8,0,85.6,0,0.8,0,1.5,0,1.7,0.2,0.2,1.2,2.9,0,0.2,0,0.2,0,2.2,0.5,1.7,0,86,0,1.2,0,1.5
3147,Lapworth C.Of E. Primary School,Warwick,Central,Primary,Primary,0,0,0,0,3.5,0,0,0,0,0,0,0.7,0,0,0,93.1,1.4,1.4,0,0,0,0,0,0,3.6,1.4,0,0,0,0,0,0,0,0,0,92.1,2.2,0.7,0,0,0,0,0,0,2.7,1.4,0,0,0,0,0,0,0,0,0,93.2,1.4,1.4,0,0
3152,Radford Semele C.Of E. Primary School,Warwick,Central,Primary,Primary,0,2.5,1.2,0,1.2,1.2,0,0,0,1.9,0,0.6,0,0,0,88.3,0,2.5,0.6,0,0,3,1.8,0.6,1.8,2.4,0,0,0,1.8,0,2.4,0,0,0,82,0,2.4,0.6,1.2,0,1.7,1.1,0.6,1.7,2.2,0,0,0,1.7,0,1.7,0,0,0,84.8,0,2.8,0.6,1.1
3154,All Saints C.Of E. Junior School,Warwick,Central,Junior,Primary,0,0.5,0.5,0,3,1.5,1,0,0,0,0,3.9,0,0,0,88.2,0,0,0,1.5,0,0.5,0.5,0,2.7,3.8,1.1,0,0,0,0,3.3,0,0.5,0,85.8,0.5,0,0,1.1,0,0,0,0,2.3,4.5,0,0,0,0,0,4,0,0.6,0,86.4,0.6,0,0,1.7
3157,St. Margaret's C.Of E. Junior School,Warwick,Central,Junior,Primary,0,4.2,0,0,0.8,0.3,0,0.3,0,0,0,17.9,0.6,0.6,0,70,0,2.5,0,2.8,0,4.5,0,0.6,0.8,1.7,0,0,0,0,0,17,0.3,0.6,0,70,0,2.8,0,1.7,0,4.9,0,0.9,0.9,2,0,0,0,0,0,16.9,0,0.3,0,70.3,0,2.6,0,1.4
3177,Clifton-Upon-Dunsmore C.Of E. Primary School,Rugby,Eastern,Primary,Primary,0,0,0,0,1.4,1.4,0,0,0,0.5,0,2.3,0,0,0,89.1,0.5,0.9,0.5,3.6,0,0.4,0,0,1.3,1.8,0,0,0,0,0,3.5,0,0,0,88.1,0.4,0.9,0.4,3.1,0,0,0,0,1.8,1.8,0,0,0,0,0,4,0,0,0,87.1,0.9,1.3,0,3.1
3180,Leamington Hastings C.Of E. Infant School,Rugby,Eastern,Infant,Primary,0,0,0,0,2.6,0,0,0,0,0,0,2.6,0,0,0,94.9,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,2.3,0,2.3,0,93,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,2.6,0,94.9,0,0,0,0
3192,Wolston St. Margaret's C.Of E. Primary School,Rugby,Eastern,Primary,Primary,0,0,0,0.5,0,1.1,0,0,0.5,2.2,0,0,0,0,2.7,90.7,0,0,0,2.2,0,0,0,0.5,0,1.1,0,0,0,1.1,0,0.5,0,0,2.7,93.1,0,0,0,1.1,0,0,0,0.5,0,1.1,0,0,0,0.5,0,2.2,0,0,3.8,90.2,0,0.5,0.5,0.5
3193,Wolvey C.Of E. Primary School,Rugby,Nuneaton & Bedworth,Primary,Primary,0,11.7,0,0,1.1,1.1,0,0,0,0.6,27.9,0,0,0,0.6,55.9,0,0,0,1.1,0,12,0,0,1.7,1.1,0,0,0.6,0.6,26.3,0,0,0,0.6,56,0,0,0,1.1,0,10.4,0,0,1.1,2.2,0,0,0.5,0.5,26.4,0,0,1.1,0.5,56,0,0.5,0,0.5
3200,Queen's C.Of E. Junior School,Nuneaton and Bedworth,Nuneaton & Bedworth,Junior,Primary,0,11.3,0,0,0.5,0.9,0,2.3,0,0.9,0,30.2,1.4,0,0,51.4,0.5,0.9,0,0,0,14.4,0,0,1,0.5,0,2.4,0,1,0,25.8,2.9,0,0,50.7,0,1.4,0,0,0,11.8,0,0.5,0.5,1,0,1,0,1,0,24.6,2.6,0,0,54.9,0,2.1,0,0
3204,The Willows C.Of E. Primary School,Stratford on Avon,Southern,Primary,Primary,0,0.7,0,0,2.2,4.4,0,0.4,0,0.4,0,0.7,0.4,0,0,88.3,0,0.7,0,1.8,0,0.4,0.4,0.4,4.8,5.1,0,0,0,0.4,0,0.7,0.4,0,0,85.3,0,0.7,0,1.5,0,0.7,0.3,0.7,4.9,3.9,0,0,0,0.7,0,0.7,0.3,0.3,0,85.6,0,0.7,0.3,1
3205,Bilton C.Of E. Junior School,Rugby,Eastern,Junior,Primary,0,1,0,0.8,1.5,2,0.3,0,0,0.5,0,2.8,0.8,2.6,0,85.7,0,1.5,0,0.5,0,1.3,0,0.8,1.3,3.1,0.8,0,0,0.5,0,2.3,0.5,2,0,86.3,0,0.8,0,0.5,0,1.3,0,0.5,1,3,0.8,0,0,0.8,0,3.3,1,1.8,0,85.4,0,0.5,0,0.8
3206,St. Oswald's C.Of E. Primary School,Rugby,Eastern,Primary,Primary,0,0.5,0,0,0.5,2.7,0,0,0.9,0.5,0,1.4,0,0,0,85.5,0,0.9,1.4,5.9,0,0.9,0,0,0,3.3,0,0.9,1.9,0,0,1.4,0,0,1.4,83.1,0,0.9,0.9,5.2,0,0.9,0,0,0.9,4.1,0,1.8,2.7,0.5,0,1.4,0.5,0,0,81.4,0,0.5,0.5,5
3207,Shustoke C.Of E. Primary School,North Warwickshire,North Warwickshire,Primary,Primary,0,1.2,0,0,0.6,1.8,0,0,0,1.2,0,0,0,0,0,92.2,0,0,0,3,0,1.2,0,0,0,1.2,0,0,0.6,0.6,0,0,0,0,0,93.5,0,0,0,3,0,1.1,0.6,0,1.1,2.2,0,0,0.6,0.6,0,0,0,0,0,88.8,0,1.1,0,3.9
3209,The Nethersole C.Of E. Primary School,North Warwickshire,North Warwickshire,Primary,Primary,0.6,0.3,0,0,0.6,0.3,0,0.3,0,0,0,0,0,1,0,96.5,0,0,0,0.3,0.6,0,0,0,0.6,0.3,0,0,0,0,0,0,0,1.3,0,96.8,0,0,0,0.3,1,0,0.3,0,3,0,0,0.3,0,0,0,0,0,0.7,0,94.7,0,0,0,0
3210,The Ferncumbe C.Of E. Primary School,Warwick,Central,Primary,Primary,5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,87.1,0,4,0,1,0,0.9,0,0,0,0.9,0,0,0,0,0,0,0,5.3,0,89.5,0,2.6,0,0.9,0,1.8,0,0,0,0,0,0,0.9,0,0,0,0,1.8,0,91,0,4.5,0,0
3211,Long Itchington Primary School,Stratford on Avon,Central,Primary,Primary,0,0,0,0,1.3,0,0,0,0,0,0,0,0,3.2,0,94.8,0,0.6,0,0,0,0.7,0,0,1.3,0,0,0,0,0,0,0,0,2,0,94.8,0,0.7,0,0.7,0,0.7,0,0,1.3,0,0,0,0,0,0,0,0,2,0,94.6,0,0.7,0,0.7
3212,Provost Williams C.Of E. Primary School,Rugby,Eastern,Primary,Primary,0,0,0,0,0.5,0,0,0,0,0,0,2.6,0,4.1,0,90.8,0,0.5,0,1.5,0,0.5,0,0,0,0,0,0,0,0,0,1.5,0,3.6,0,92.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6,0,3.7,0.5,92,0,0.5,0,1.6
3213,St. Matthew's Bloxam C.Of E. Primary School,Rugby,Eastern,Primary,Primary,0,0.8,0.8,0,0.4,3.8,0.4,0,0.4,0,0,6.7,0,1.3,0,79,0.4,1.7,0.8,3.4,0,1.7,0.4,0,1.3,2.5,1.3,0,0.4,0.4,0,5.8,0,0.4,0,77.9,0.8,2.1,0.8,4.2,0,2.1,0.4,0.4,0.8,3.8,0.4,0,0,0,0,5,0,0.4,0.4,79.2,1.3,2.1,0.8,2.9
3214,Newbold And Tredington C.Of E. Primary School,Stratford on Avon,Southern,Primary,Primary,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,98.8,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,14.8,0,0,0,0,81.5,0,1.2,0,0,0,0,0,0,0,2.4,0,0,0,0,12.2,0,0,0,0,84.1,0,1.2,0,0
3215,Bournebrook C.Of E. Primary School,North Warwickshire,North Warwickshire,Primary,Primary,0,0,0,0,2,0,2.6,0,0,0,0,0.7,0,0,0,93.4,0,0,0,1.3,0,0,0,0,0.6,0,2.5,0,0,0,0,0.6,0,0,0,94.3,0,0,0,1.9,0,0,0,0,1.3,0,2.7,0,0,0,0,0,0,0,0,94,0,0,0,2
3216,The Dassett C.Of E. Primary School,Stratford on Avon,Southern,Primary,Primary,0,1.1,0,0,1.1,2.7,0,0,0,0,0,0,0,1.6,0,93.4,0,0,0,0,0,0,0,0,2.3,3.4,0,0,0,0,0,0,0,1.7,0,92.6,0,0,0,0,0,0,0,0,2.2,4.4,0,0,0,0,1.1,0,0,4.4,0,88,0,0,0,0
3301,All Saints C.Of E. Infant School,Nuneaton and Bedworth,Nuneaton & Bedworth,Infant,Primary,0,0.8,0,0,0,0.8,0,0,0,0.8,0,1.6,0,0,0,92.9,0.8,0.8,0.8,0.8,0,1.7,0,0,0.9,1.7,0,0,0.9,2.6,1.7,0,0,0,0,89.7,0,0,0,0.9,0,1.6,0,0,1.6,0.8,0,0,0.8,2.4,0,0.8,0.8,0,0,89.8,0,0,0,1.6
3302,Canon Maggs C.Of E. Junior School,Nuneaton and Bedworth,Nuneaton & Bedworth,Junior,Primary,0,0.8,0,0,0.6,0.8,0,0,0.3,0,0,2,0,0.3,0,93.6,0.3,0.3,0.6,0.6,0,1.2,0,0,0.6,0.6,0,0,0.3,1.2,0,2,0,0,0,92.8,0.3,0,0.6,0.6,0,0.6,0,0,0.6,0.6,0,0,0,0.6,0,2.1,0,0,0,93.8,0,0,0.9,0.9
3308,Kineton C.Of E. (Voluntary Aided) Primary School,Stratford on Avon,Southern,Primary,Primary,0.6,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,95.4,0,2.9,0,0.6,0,0,0,0,0,1.2,0,0,0,0,0,1.2,0,0,0,95.8,0,1.8,0,0,0,0,0,0,0,1.2,0,0,0,0,0,1.2,0,0,0,94.5,0,1.8,0,1.2
3310,Studley St. Mary's C.Of E. Junior School,Stratford on Avon,Southern,Junior,Primary,0,0,0,0.4,0.4,2.5,0,0,0,0,0.4,0.4,0,0,0,94.3,0,0.4,0,1.2,0,0,0,0,0.8,3.3,0,0,0,0,0,0.8,0.8,0,0,92.6,0,0.4,0,1.2,0,0,0,0,0.9,3,0,0,0,0.4,0,0.4,2.6,0,0,90.9,0,0.9,0,0.9
3311,Tanworth-In-Arden C.Of E. Primary School,Stratford on Avon,Southern,Primary,Primary,0,0,0,0,0.9,0.5,0,0,0,0,0.5,0.9,0,0.5,0,95.9,0,0.5,0,0.5,0,0,0,0,0.9,0.9,0,0,0,0,0.9,0.5,0,0.5,0,95.9,0,0,0,0.5,0,0,0,0,0.9,0.9,0,0,0,0,0.9,0.5,0,0.5,0,96.4,0,0,0,0
3313,Wilmcote C.Of E. (Voluntary Aided) Primary School,Stratford on Avon,Southern,Primary,Primary,0,0,0,0,1,5,0,0,0,0,7,0,0,0,0,85,2,0,0,0,0,0,0,0,1.1,4.3,0,0,0,0,11.7,0,0,0,0,81.9,1.1,0,0,0,0,0,0,0,0,7.5,0,0,0,0,13.8,0,0,0,0,78.8,0,0,0,0
3315,Canon Evans C.Of E. Infant School,Nuneaton and Bedworth,Nuneaton & Bedworth,Infant,Primary,0,0,0,0,0.8,0.4,0,0,0,0.4,0,2.1,0,0,0,93.2,0,0.8,0.4,1.7,0,0,0,0,0,0.4,0,0,0,0,0,1.7,0,0,0,95.7,0,0.4,0,1.7,0,0,0,0,0,0.4,0,0,0.4,0.4,0,2.9,0,0,0.4,92.2,0,0.4,0,2.9
3371,"St. Paul's C.Of E. Primary School, Leamington Spa",Warwick,Central,Primary,Primary,0,0.6,0,0,1.2,3,0,0,0,0.6,0,7.4,1.5,0,0,78.9,0,3.6,0.9,2.4,0,0.3,0,0.8,1.7,2.5,0,0,0,0.8,0,6.2,0.6,0,0,80.7,0,3.1,1.1,2,0,0,0,0.8,2.8,3.3,0,0,0,0.8,0,6.4,0.3,0,0,78.6,0.3,3.3,1.4,1.9
3391,Dunchurch Boughton C.Of E. (Voluntary Aided) Junior School,Rugby,Eastern,Junior,Primary,1.1,0.4,0,0,0,1.5,0,0,0,0.4,0,1.9,0,3.4,0,88.4,0.4,2.2,0,0.4,4.6,0,0,0.4,0.4,1.9,0,0,0,0,0,1.5,0,3.8,0,84.3,0,2.7,0,0.4,1.9,0.4,1.1,0,0.4,1.5,0,0.8,0,0,0,1.5,0.4,2.6,0,86.8,0,2.3,0,0.4
3500,"Our Lady's Catholic Primary School, Alcester",Stratford on Avon,Southern,Primary,Primary,0,0,0,1.1,0,2.2,0,0,0,0,0,0,0,2.2,0,88.9,0,2.2,0,3.3,0,0,0,1.1,0,4.3,0,0,0,0,0,0,0,2.2,0,87,0,3.3,0,2.2,0,0,0,1,0,4.2,0,0,0,0,0,0,0,0,0,88.5,1,2.1,0,3.1
3501,St. Benedict's Catholic Primary School,North Warwickshire,North Warwickshire,Primary,Primary,0,0,0,0,1.9,5.6,0,0,0,0,0,1.2,0,0,0,90.1,0.6,0,0.6,0,0.6,0,0,0,1.8,5.4,0,0,0.6,0,0,1.2,0,0,0,89.3,0.6,0,0.6,0,1.7,0,0,0,1.7,7.6,0,0,0.6,0,0,0,0,1.2,0,86,0.6,0,0.6,0
3502,St. Francis Catholic Primary School,Nuneaton and Bedworth,Nuneaton & Bedworth,Primary,Primary,0,0,0,0.5,3.4,1,0,1,0,0,0,3.4,0,0,0,86.9,1.5,0,0,2.4,0,0,0.5,0.5,2.5,1.5,0,1.5,0,0,0,3.5,0,0,0,85.5,1.5,0,0.5,2.5,0,0,0,0,1.4,2.9,0,1.9,0,0,0,2.9,0,0,1,85.7,1,0.5,1,1.9
3503,St. Edward's Catholic Primary School,North Warwickshire,North Warwickshire,Primary,Primary,0,0,0,0,0.5,0.9,0,0,0,0,0,0.5,0.5,0.5,0,91.8,0.9,0.5,0,4.1,0,0.5,0,0,0.5,0.9,0,0.5,0.5,0,0,0,0.5,0,0,91.2,1.4,0.5,0,3.7,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,94.4,1.9,0.5,0,2.3
3505,"St. Mary's Catholic Primary School, Southam",Stratford on Avon,Central,Primary,Primary,0.5,0,0,0,0.5,5.1,0,0,0,0,0,0,0,0,0,93.4,0,0,0,0.5,0.6,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,93.4,0,0.7,0,0
3506,St. Gregory's Catholic Primary School,Stratford on Avon,Southern,Primary,Primary,0,0.5,0,0,0.9,6.9,0,0.5,0,0,0,1.4,0,0,0,87.6,1.8,0.5,0,0,0,1.8,0.5,0.5,0.9,6.8,0,0.9,0,0,0,0.5,0,0,0,85.1,1.8,0.9,0,0.5,0,1.4,0.5,0.5,1.4,10.9,0,0.5,0,0,0,0.5,0,0,0,78.7,3.6,1.4,0.5,0.5
3507,"St. Mary's Catholic Primary School, Studley",Stratford on Avon,Southern,Primary,Primary,0.5,0,0.5,0,4.1,7.7,0,0,0.5,0,0,2.3,0,0,0,73.2,4.5,1.4,2.3,3.2,0,0,0,0,4,8,0,0.9,0,0,0,1.8,0,0,0,76.4,3.6,1.3,1.3,2.7,0.4,0,0,0.4,4,7.6,0,0.9,0,0,0,2.2,0,0,0,76.9,2.7,1.3,1.3,2.2
3508,"St. Mary's Catholic Primary School, Henley in Arden",Stratford on Avon,Southern,Primary,Primary,2.6,2.6,0,0,2.6,7.9,0,0,0,0,0,0,5.3,13.2,0,57.9,7.9,0,0,0,2.2,2.2,0,0,2.2,0,0,0,4.4,0,0,0,0,11.1,0,62.2,15.6,0,0,0,0,0,0,0,0,2.5,0,0,5,0,0,0,0,7.5,0,72.5,10,0,0,2.5
3520,Our Lady Of The Angels Catholic Infant School,Nuneaton and Bedworth,Nuneaton & Bedworth,Infant,Primary,3.5,0.4,0,0,0.7,3.2,0,0.7,0,0,0,9.9,0.4,3.2,0.4,75.2,1.1,0,0.4,1.1,0.7,0.4,0,0.7,0.7,4.6,0,0.4,0,0,0,10,0.4,3.9,0,74.6,1.1,0.7,0.4,1.4,0.3,0.7,0,0.3,0,3.8,0,0.3,0,0,0,11.8,0,3.1,0,75.4,0.7,1,0.7,1.7
3541,St. Augustine's Catholic Primary School,Warwick,Central,Primary,Primary,0,0,0.5,0.5,1.9,7.7,0,0.5,0.5,0,0,1,0,1,0,80.4,2.9,2.9,0.5,0,0,0,0,0,0.5,9.4,0,0.5,0.5,0,0,1,0,0,0,77.3,5.4,4.9,0.5,0,0,0,0,0.5,1,9.1,0,1.5,0,0,0,1,0,0,0,77.3,4,4.5,0.5,0.5
3542,St. Peter's Catholic Primary School,Warwick,Central,Primary,Primary,0,0.9,0,0,2.8,27.1,0,0,0,0,0,0,0,0,0,64.5,1.9,2.8,0,0,0,0,0,0,2.8,29.6,0,0,0,0.9,0,0,0,0,0,60.2,1.9,4.6,0,0,0,0,0,0,1.8,27.4,0,0,0,0.9,0,0,0,0,0,61.9,3.5,4.4,0,0
3543,St. Patrick's Catholic Primary School,Warwick,Central,Primary,Primary,0,0,0,0,0,22,0,1.2,0,0,0,1.2,0,0,0,74,0.6,0.6,0,0.6,0,0.6,0,0.6,0,23.3,0,0,0,0,0,1.1,0,0,0,71.1,1.1,1.1,0,1.1,0,1,0,0,0.5,21.8,0,0,0,0.5,0,1.5,0,0,0,70.6,1.5,1,0,1.5
3544,St. Anthony's Catholic Primary School,Warwick,Central,Primary,Primary,0,1.8,0,0.4,3.9,14.5,0,0.4,0,0.4,0,16.7,0,0,0,57.9,1.8,1.3,0,0.9,0.5,3.7,0,0.5,5.5,15.1,0,0,0,0,0,18.3,0,0,0,54.3,1.4,0.5,0,0.5,0,4.8,0,0,6.6,16.7,0,0.4,0,0,0,19.4,0,0,0,49.3,1.3,0.9,0,0.4
3545,St. Mary Immaculate Catholic Primary School,Warwick,Central,Primary,Primary,0,1.2,0,2.4,0,2.4,0,0,0,0,0,5.9,0,1.2,0,82.4,3.5,0,0,1.2,0,1.1,0,3.4,0,9.2,0,0,0,0,0,4.6,0,0,0,78.2,2.3,0,0,1.1,0,3.8,0,3.8,0,6.3,0,0,0,0,0,6.3,0,0,0,77.2,2.5,0,0,0
3546,Our Lady & St. Teresa's Catholic Primary School,Warwick,Central,Primary,Primary,0,0,0,0,3.6,0.9,0,0.9,0,0,0,0.9,0,6.3,0,79.5,0.9,1.8,0.9,4.5,0,0,0.9,0,0.9,0.9,0,0.9,0,0.9,0,3.7,0,1.9,0,81.3,0,1.9,1.9,4.7,0,0,0,0,3.6,0,0,0,0,0.9,0,3.6,0.9,0,0,78.6,0,2.7,2.7,7.1
3547,St. Joseph's Catholic Primary School,Warwick,Central,Primary,Primary,0,0,0,0,0.5,5.3,0,1.5,0,0,0,6.3,1,0.5,0,80.6,0.5,1.9,1,1,0,0,0,0,0.5,4.4,0,2,0,0,0,5.4,1,0.5,0,80.5,1.5,2,1.5,1,0,0,0,0.5,1.5,3.9,0,2,0,0,0,4.9,1,0,0,79.9,2,1.5,1.5,1.5
3561,"Our Lady's Catholic Primary School, Princethorpe",Rugby,Eastern,Primary,Primary,0,0,0,0,0,3.5,0,0,0,0,0,1.8,0,0,1.8,85.1,7,0.9,0,0,0,0,0,0,0,4.5,0,0,0,0,0,1.8,0,0,1.8,82.9,6.3,0.9,0,1.8,0,0,0,0,1.6,2.5,0,0,0,0,0,1.6,0,0,5.7,82,4.9,0,0,1.6
3562,St. Marie's Catholic Junior School,Rugby,Eastern,Junior,Primary,0,1,3.8,1.4,0.5,13.4,0,5.3,1,0.5,0,1,1.4,0,0,66.5,1,1,0,2.4,0,1.4,1.8,1.4,0.5,17.3,0,5.5,0.5,0.5,0,1.8,0.9,0,0,64.5,1.4,0.5,0.5,1.8,0,2.4,1,1,1.4,21.9,0,5.2,0.5,0,0,1.9,0,0.5,0,61.4,1,0.5,0.5,1
3563,St. Marie's Catholic Infant School,Rugby,Eastern,Infant,Primary,0,1,1,0,2.5,18.6,0,3.9,0,0.5,0,3.4,0,5.4,0,56.4,1,1,1,4.4,0,0.9,1.4,0.5,2.3,24.8,0,5,0,0.5,0,4.1,0,2.8,0,54.6,0,0.5,0.5,2.3,0,1.4,1.9,0.5,1.4,23.1,0,5.6,0,0.5,0,5.1,0,2.8,0,54.6,0,0.9,0.5,1.9
3564,English Martyrs Catholic Primary School,Rugby,Eastern,Primary,Primary,0,0.5,0.5,1,0.5,2.4,0,0,0.5,0,0,1,0,0,0,91.9,1,1,0,0,0,1.9,1,1,1.4,1.4,0,0,0.5,0.5,0,2.4,0,0,0,87.6,1.9,0.5,0,0,0,0.9,0.9,1.4,1.4,0.5,0,0,0,0.9,0,4.7,0,0,0,87.4,1.4,0.5,0,0
3583,St. Anne's Catholic Primary School,Nuneaton and Bedworth,Nuneaton & Bedworth,Primary,Primary,0.9,0,0,0,0.9,2.3,0,0.9,0,0,0,0,0,0,0,91.7,0,0,0.5,2.8,0,0,0,0,1,4.4,0,0.5,0,0,0,0,0,0,0,91.2,0,0,0.5,2.4,0,0,0,0,1,5.1,0,1,0,0,0,0,0,0,0,90.4,0,0,0.5,2
3584,St. Joseph's Catholic Junior School,Nuneaton and Bedworth,Nuneaton & Bedworth,Junior,Primary,0,0.4,0,0,2.6,1.5,0,0,0,0,0,4.5,0.4,1.5,1.5,82.5,1.9,0.4,0.4,2.6,0,0.4,0,0,2.2,2.2,0,0.7,0,0,0,4.1,0,3,2.2,80.8,1.1,0.4,0.4,2.6,0,2.6,0,0,2.2,3,0,0.4,0,0,0,3.7,0,3,1.8,80.4,1.1,0,0,1.8
3585,Southam St. James (Voluntary Aided) C. Of E. Primary School,Stratford on Avon,Central,Primary,Primary,0.5,0.5,0,0.5,1,1.5,0,0,0,0,0,0,0,0.5,0,92.6,0,2.5,0,0.5,0,0.5,0,0,1.5,1,0,0,0,0,0,0.5,0,0.5,0,94,0,2,0,0,0.6,0.6,0,0,1.1,1.1,0,0,0,0,0,0.6,0,1.1,0,93.3,0,1.7,0,0
3586,Coleshill C.Of E. Primary School,North Warwickshire,North Warwickshire,Primary,Primary,0,0.7,0.3,0,1.3,1.7,0,1.3,0.3,0,0,0,0,0,0,91.7,0,0.3,0.3,2,0,0.7,0,0,2.8,1.7,0,1,0.3,0,0,0.3,0,0,0,88.9,0.3,0.3,1,2.4,0,0,0.7,0.7,2.7,2.4,0,0.7,0.3,0,0,0.3,0,0,0,87.8,0.3,0.3,0,3.7
3587,Barford St. Peter's C.Of E. Primary School,Warwick,Southern,Primary,Primary,0,1.7,0,0,1.7,0,0,0,0,0,0,1.7,0,0,0,94.8,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,2.6,0,0,0,93.9,0,0,0,0,0,0,0,0,3.5,0.9,0,0,0,0,0,2.6,0,0,0,93,0,0,0,0
3588,"All Saints C.Of E. (VA) Primary School, Leek Wootton",Warwick,Central,Primary,Primary,0,0,0,0,3.3,2.4,0,0,0,0,0,2.4,0,0,0,87.8,0,1.6,0,2.4,0,0.8,0,0,4.1,0.8,0,0,0,0,0,1.6,0,0,0,89.3,0,0.8,0,2.5,0,0.8,0,0,3.9,0.8,0,0,0,0,0,1.6,0,0,0,90.6,0,0,0,2.4
3589,St. Lawrence C.Of E. (Voluntary Aided) Primary School,Stratford on Avon,Central,Primary,Primary,0,0,0,0,0.7,2.1,0,0,0,0,0,0,1.4,0,0,94.5,1.4,0,0,0,0,0,0,0,0.7,1.4,0,0,0,0,0,0,1.4,0,0,95.3,0.7,0,0,0.7,0,0,0,0,0.7,0.7,0,0,0,0,0,0,0.7,0,0,96,0.7,0.7,0,0.7
3590,Knightlow C.Of E. Primary School,Rugby,Eastern,Primary,Primary,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,97.2,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,97.3,0,1.1,1.1,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,94.7,0,2.7,1.1,0.5
3591,St. Andrew's Benn C.Of E. (Voluntary Aided) Primary School,Rugby,Eastern,Primary,Primary,0,0.9,0,15.2,0.4,0,0,4.3,2.2,0,0,2.6,6.9,0,0,58.4,0.4,1.7,1.3,5.6,0,0.9,0,19.2,0.4,3.1,0,3.6,3.1,0.4,0,2.2,5.8,0,0,52.2,0,1.8,0.9,6.3,0,1.8,0,19.3,0.9,1.8,1.3,3.1,2.6,0.4,0,2.2,5.7,0,0,51.3,0,2.6,0.9,6.1
