Transaction Number,Supplier,Net Amount,Directorate,Date
1432,Sp * Vending Superstor,£319.87,Communities,23/03/2022
15681,Spar Stores,£3.00,People,17/03/2022
2763,Sponge.Co.Uk* S559159,£10.50,People,23/03/2022
392,Sportsdirect.Com,£78.49,Resources,05/03/2022
49398,Sq *coffee On The Corn,£5.80,People,08/03/2022
49354,Sq *coffee On The Corn,£6.05,People,22/03/2022
48735,Sq *sbs Trailers Ltd,"£2,174.13",Communities,02/03/2022
46663,St John Ambulance,£198.00,Communities,08/03/2022
39460,St John Ambulance,£990.00,Communities,21/03/2022
14757,Staffordshire County C,£9.17,Communities,17/03/2022
18714,Stagecoach Service,£66.80,People,03/03/2022
25846,Starbucks,£11.84,People,01/03/2022
24866,Starbucks,£3.32,People,03/03/2022
21562,Starbucks,£9.83,People,04/03/2022
26733,Starbucks,£8.98,People,09/03/2022
22263,Starbucks,£11.42,People,14/03/2022
21139,Starbucks,£15.32,People,21/03/2022
26720,Starbucks,£7.68,People,23/03/2022
26800,Starbucks,£13.05,People,23/03/2022
43465,Starbucks Centurion,£7.70,People,03/03/2022
49063,Starbucks Centurion,£7.33,People,23/03/2022
39845,Starbucks Warwick,£9.15,People,14/03/2022
37706,Starbucks Warwick,£7.30,People,21/03/2022
283,Startsafety.Uk,£179.29,Communities,06/03/2022
11844,Stationeryu,£417.83,People,29/03/2022
1944,Stockingford Allotment,£4.45,People,01/03/2022
6940,Stratford Herald,£130.00,Resources,11/03/2022
27799,Stratford On Avon D /,£2.40,People,03/03/2022
17866,Subway 39831 Ropewalk,£1.50,People,21/03/2022
4659,Subway 40899 Nuneaton,£16.46,People,12/03/2022
21011,Subway 45373 Arena Ret,£11.93,People,02/03/2022
18398,Subway 45373 Arena Ret,£5.08,People,11/03/2022
20956,Subway 69028 Uhcw,£7.47,People,23/03/2022
38025,Sumup *direct Taxis,£280.80,People,01/03/2022
38033,Sumup *direct Taxis,£280.80,People,01/03/2022
39217,Sumup *kel-Mar Limited,£40.00,People,02/03/2022
39179,Sumup *kel-Mar Limited,£80.00,People,16/03/2022
37719,Sumup *kel-Mar Limited,£40.00,People,23/03/2022
31134,Sumup *shine Hair Salo,£15.00,People,15/03/2022
38956,Sumup *taxi,£7.92,People,09/03/2022
39149,Sumup *zak&co Ltd,£35.98,People,02/03/2022
8646,Surrey Cc Card Pay,£11.00,People,29/03/2022
6240,Sw Nhs Foundtn Trust,"£37,410.00",Resources,30/03/2022
18686,Sykes Cottages,£370.00,People,07/03/2022
20984,Sykes Cottages,£515.00,People,08/03/2022
33323,Sykes Cottages,-£370.00,People,09/03/2022
15101,Sykes Cottages,£417.00,People,25/03/2022
22038,T K Maxx,£23.32,People,17/03/2022
27063,Tamworth,£2.92,People,23/03/2022
35784,Taxicode,£110.50,People,25/03/2022
12505,Tesco Gift Card,£25.00,People,14/03/2022
10599,Tesco Gift Card,£35.00,People,18/03/2022
12393,Tesco Gift Card,£10.00,People,25/03/2022
14251,Tesco Online,£15.00,People,23/03/2022
17527,Tesco Online,£21.99,People,24/03/2022
11063,Tesco Pay At Pump 4215,£68.34,Communities,25/03/2022
14787,Tesco Pfs 3893,£4.10,People,30/03/2022
14990,Tesco Store 2813,£3.37,People,03/03/2022
13500,Tesco Store 2813,£18.70,People,11/03/2022
12478,Tesco Store 2813,£20.00,Communities,11/03/2022
12965,Tesco Store 2813,£19.69,People,29/03/2022
15545,Tesco Store 3115,£2.00,People,08/03/2022
16042,Tesco Store 3115,£18.01,People,08/03/2022
16230,Tesco Store 3115,£13.54,People,14/03/2022
19512,Tesco Store 3115,£53.46,People,23/03/2022
18226,Tesco Store 3370,£44.40,Communities,03/03/2022
14367,Tesco Store 3370,£102.50,People,10/03/2022
14862,Tesco Store 3370,£32.50,People,16/03/2022
15765,Tesco Store 3370,£12.26,Communities,31/03/2022
16141,Tesco Stores 2323,£16.00,People,08/03/2022
15486,Tesco Stores 2328,£7.50,Communities,03/03/2022
14460,Tesco Stores 2328,£7.50,People,24/03/2022
17908,Tesco Stores 2974,£2.60,Communities,02/03/2022
17097,Tesco Stores 2974,£5.70,People,03/03/2022
13496,Tesco Stores 2974,£4.95,People,11/03/2022
14238,Tesco Stores 2974,£6.05,People,17/03/2022
14541,Tesco Stores 5779,£1.67,People,17/03/2022
11609,Tesco Stores Ltd 6367,£9.20,People,04/03/2022
12200,Tesco-Stores 6473,£12.34,Fire and Rescue,18/03/2022
607,Tfh Special Needs,£45.35,Resources,18/03/2022
37052,The Antelope Inn,£79.55,Communities,30/03/2022
1854,The Banbury Counsellin,"£1,375.00",People,09/03/2022
7603,The Larder,£10.30,Communities,12/03/2022
22028,The Paint Shed,£462.70,Communities,23/03/2022
45219,The Reading Agency,£382.50,Resources,15/03/2022
2752,The Textile Society,£20.83,Communities,03/03/2022
29649,The Time Cafe & Bar,£9.07,People,16/03/2022
29403,The Time Cafe & Bar,£16.25,People,17/03/2022
1414,Theory Test Pro,£7.50,Fire and Rescue,23/03/2022
6523,Thetrainline.Com,£5.59,People,01/03/2022
13947,Thetrainline.Com,£5.90,People,01/03/2022
5032,Thetrainline.Com,£8.85,People,01/03/2022
7618,Thetrainline.Com,£9.15,People,01/03/2022
5077,Thetrainline.Com,£83.44,People,01/03/2022
1318,Thetrainline.Com,£101.34,People,01/03/2022
13964,Thetrainline.Com,-£4.90,People,02/03/2022
6691,Thetrainline.Com,-£2.20,People,02/03/2022
6694,Thetrainline.Com,£13.83,People,02/03/2022
8712,Thetrainline.Com,£13.83,People,03/03/2022
4791,Thetrainline.Com,£6.41,People,07/03/2022
13084,Thetrainline.Com,£6.41,People,08/03/2022
9579,Thetrainline.Com,£51.53,People,09/03/2022
9579,Thetrainline.Com,£51.54,People,09/03/2022
6923,Thetrainline.Com,£64.65,People,10/03/2022
6923,Thetrainline.Com,£64.66,People,10/03/2022
5800,Thetrainline.Com,£44.19,People,11/03/2022
10568,Thetrainline.Com,£5.59,People,14/03/2022
10154,Thetrainline.Com,£6.41,People,14/03/2022
10148,Thetrainline.Com,£148.84,Resources,14/03/2022
11224,Thetrainline.Com,£5.59,People,16/03/2022
1381,Thetrainline.Com,£13.83,People,18/03/2022
5699,Thetrainline.Com,£264.98,People,18/03/2022
9619,Thetrainline.Com,£5.59,People,21/03/2022
3948,Thetrainline.Com,£44.19,People,21/03/2022
3965,Thetrainline.Com,£83.44,People,21/03/2022
5933,Thetrainline.Com,£5.90,People,22/03/2022
9047,Thetrainline.Com,£125.35,People,22/03/2022
2043,Thetrainline.Com,£5.50,People,23/03/2022
8727,Thetrainline.Com,£6.41,People,25/03/2022
61,Thetrainline.Com,£61.33,People,25/03/2022
6387,Thetrainline.Com,£5.59,People,29/03/2022
833,Thetrainline.Com,£5.59,People,30/03/2022
816,Thetrainline.Com,£6.41,People,30/03/2022
6200,Thetrainline.Com,£8.54,People,30/03/2022
13370,Tiktok Ads,£105.53,Resources,06/03/2022
51570,Tiktok Ads,£160.00,Resources,10/03/2022
16284,Tiktok Ads,£155.19,Resources,13/03/2022
13073,Tiktok Ads,£390.00,Resources,19/03/2022
13638,Tiktok Ads,£18.82,Resources,20/03/2022
13633,Tiktok Ads,£24.10,Resources,20/03/2022
51276,Tiktok Ads,£445.74,Resources,29/03/2022
6610,Timpson Ltd,£6.67,Fire and Rescue,12/03/2022
7980,Toolbox Nuneaton Ltd,£10.82,People,30/03/2022
3284,Trainline,£14.00,Resources,04/03/2022
1671,Trainline,£14.00,Resources,11/03/2022
8440,Trainline,£14.00,Resources,16/03/2022
4894,Trainline,£15.90,Resources,25/03/2022
12626,Trainline.Com,£35.44,People,01/03/2022
11055,Trainline.Com,£5.59,People,02/03/2022
11087,Trainline.Com,£7.02,People,02/03/2022
8105,Trainline.Com,£44.19,People,04/03/2022
9238,Trainline.Com,£5.59,People,07/03/2022
9210,Trainline.Com,£40.68,People,07/03/2022
11087,Trainline.Com,£83.44,People,08/03/2022
10639,Trainline.Com,£5.59,People,09/03/2022
10659,Trainline.Com,£6.41,People,09/03/2022
9358,Trainline.Com,£6.41,People,11/03/2022
9250,Trainline.Com,£13.83,People,11/03/2022
9350,Trainline.Com,£24.81,People,11/03/2022
9073,Trainline.Com,£7.88,People,14/03/2022
9137,Trainline.Com,£38.29,Fire and Rescue,14/03/2022
10113,Trainline.Com,£13.83,People,15/03/2022
10053,Trainline.Com,£59.04,Fire and Rescue,15/03/2022
10125,Trainline.Com,£83.44,People,15/03/2022
9340,Trainline.Com,£6.41,People,16/03/2022
9264,Trainline.Com,£39.97,People,16/03/2022
7270,Trainline.Com,£264.98,People,18/03/2022
8366,Trainline.Com,£6.41,People,21/03/2022
8458,Trainline.Com,£29.54,People,21/03/2022
9663,Trainline.Com,£5.59,People,23/03/2022
9667,Trainline.Com,£16.45,People,23/03/2022
7265,Trainline.Com,£6.41,People,28/03/2022
7201,Trainline.Com,£133.48,People,28/03/2022
10715,Trainline.Com,£82.43,People,29/03/2022
11156,Trainline.Com,£6.41,People,30/03/2022
28486,Travelodge Gb0000,£62.54,People,07/03/2022
31023,Travelodge Gb0000,£501.79,Fire and Rescue,08/03/2022
28100,Travelodge Gb0000,£180.38,People,10/03/2022
28094,Travelodge Gb0000,£203.96,People,10/03/2022
25820,Travelodge Gb0000,£74.33,People,14/03/2022
35120,Travelodge Gb0000,£250.20,People,15/03/2022
45254,Troopers Lodge Filling,£4.30,People,23/03/2022
45025,Troopers Lodge Filling,£4.30,People,30/03/2022
4581,Tso Shop* Id-7445450,£192.75,Fire and Rescue,30/03/2022
28193,Tu At Sainsburys,£23.00,Communities,14/03/2022
16842,Tudor Environmental,£77.05,Communities,21/03/2022
20917,Tudor Environmental,£70.45,Communities,22/03/2022
20917,Tudor Environmental,£75.18,Communities,22/03/2022
39537,Tuttle Hill Post Offic,£48.38,People,30/03/2022
8323,Tvlicensing.Co.Uk,£132.50,People,17/03/2022
10273,Tvlicensing.Co.Uk,£159.00,Communities,28/03/2022
10384,Tvlicensing.Co.Uk,£159.00,People,29/03/2022
12487,Tvlicensing.Co.Uk,£159.00,Communities,31/03/2022
15829,Verivide Ltd,£60.00,Fire and Rescue,21/03/2022
18217,Viking Uk,£468.00,Communities,25/03/2022
28074,Viking Uk,£209.97,Communities,28/03/2022
28106,Viking Uk,£458.00,Communities,28/03/2022
28066,Viking Uk,£687.00,Communities,28/03/2022
28070,Viking Uk,£916.00,Communities,28/03/2022
46631,Virtualinout.Com,£27.49,Communities,12/03/2022
56785,Vitalsource,£339.90,Fire and Rescue,10/03/2022
5483,Viva Access Ltd,£35.40,People,17/03/2022
5474,Viva Access Ltd,£42.00,People,17/03/2022
18444,Voucher Express,£51.50,People,04/03/2022
22262,Voucher Express,£13.99,People,23/03/2022
22048,Voucher Express Moto,£205.50,Resources,08/03/2022
19261,W C Peace & Son,£31.40,Fire and Rescue,17/03/2022
13703,Warwick District Counc,£40.00,People,03/03/2022
18589,Warwick District Counc,£30.22,People,09/03/2022
10625,Warwick District Counc,£218.11,People,17/03/2022
13664,Warwick District Counc,£93.00,People,21/03/2022
15677,Warwick District Counc,£26.84,People,24/03/2022
12808,Warwick District Counc,£154.15,People,28/03/2022
12804,Warwick District Counc,£353.73,People,28/03/2022
4163,Watercoolersdirect.Com,£464.70,Communities,30/03/2022
16525,Welcome Break,£34.16,People,29/03/2022
8522,Wenman Healthcare Ltd,£150.84,Communities,16/03/2022
30645,West Midlands Trav,£55.00,Resources,08/03/2022
33913,West Midlands Trav,£51.50,People,17/03/2022
36208,West Northamptonshire,£203.00,Resources,10/03/2022
8213,Westmidlandscom,£35.70,People,04/03/2022
8342,Westmidlandscom,£15.60,People,21/03/2022
23305,Wf Education Group Ltd,£65.80,People,04/03/2022
40378,Wh Smith,£9.75,Communities,01/03/2022
39906,Wh Smith,£100.00,Fire and Rescue,08/03/2022
42781,Wh Smith,£3.55,People,23/03/2022
40489,Wh Smith Tavel,£3.32,People,10/03/2022
32564,Wickes Nuneaton,£19.58,People,22/03/2022
23759,Wilko Retail Limited,£15.00,People,08/03/2022
24585,Wilko Retail Limited,£6.25,People,09/03/2022
4424,Wilko Retail Limited,£4.42,People,26/03/2022
16436,Wilko.Com,£11.67,Communities,30/03/2022
58063,Wix.Com*986704509,£147.90,Resources,21/03/2022
45268,Wm Morrisons Store,£21.60,People,15/03/2022
29918,Worcestershire Cou,-£11.00,People,07/03/2022
3702,Worcestershire Cou,£104.00,Communities,08/03/2022
8640,Worcestershire Cou,£8.33,Communities,25/03/2022
43450,Wordpress Scet721neg,£55.10,Resources,14/03/2022
14825,Wp-Institution Of,-£40.25,Fire and Rescue,10/03/2022
14829,Wp-Institution Of,-£40.25,Fire and Rescue,10/03/2022
19063,Wp-Institution Of,£275.25,Fire and Rescue,10/03/2022
19067,Wp-Institution Of,£275.25,Fire and Rescue,10/03/2022
16770,Wp-Ocd-Uk,£480.00,People,15/03/2022
18672,Wp-Warwickshire Co,£11.00,Resources,01/03/2022
18716,Wp-Warwickshire Co,£11.00,Resources,01/03/2022
18720,Wp-Warwickshire Co,£11.00,Resources,01/03/2022
19413,Wp-Warwickshire Co,£11.00,People,01/03/2022
18242,Wp-Warwickshire Co,£11.00,People,03/03/2022
14564,Wp-Warwickshire Co,£11.00,People,04/03/2022
14282,Wp-Warwickshire Co,£11.00,People,04/03/2022
16936,Wp-Warwickshire Co,£11.00,Resources,07/03/2022
18477,Wp-Warwickshire Co,£11.00,People,09/03/2022
17141,Wp-Warwickshire Co,£11.00,Resources,10/03/2022
16864,Wp-Warwickshire Co,£11.00,Resources,14/03/2022
15476,Wp-Warwickshire Co,£11.00,Resources,14/03/2022
16714,Wp-Warwickshire Co,£11.00,People,17/03/2022
15911,Wp-Warwickshire Co,£11.00,Resources,21/03/2022
14785,Wp-Warwickshire Co,£11.00,Resources,21/03/2022
14841,Wp-Warwickshire Co,£11.00,Resources,21/03/2022
14845,Wp-Warwickshire Co,£11.00,Resources,21/03/2022
16659,Wp-Warwickshire Co,£11.00,Resources,22/03/2022
13049,Wp-Warwickshire Co,£11.00,Resources,25/03/2022
13177,Wp-Warwickshire Co,£22.00,People,25/03/2022
17783,Wp-Warwickshire Co,£11.00,People,30/03/2022
17787,Wp-Warwickshire Co,£11.00,People,30/03/2022
17791,Wp-Warwickshire Co,£11.00,People,30/03/2022
17795,Wp-Warwickshire Co,£11.00,People,30/03/2022
18096,Wp-Warwickshire Co,£11.00,People,30/03/2022
17018,Wp-Warwickshire Co,£11.00,People,30/03/2022
46520,Www.Aldi.Co.Uk,£149.95,Resources,02/03/2022
246,Www.Anyvan.Com,£359.88,People,21/03/2022
21539,Www.Architecture.Com/r,£399.00,Resources,02/03/2022
19904,Www.Baga.Co.Uk,£19.00,People,21/03/2022
23851,Www.Barprofessionaltra,£659.00,Resources,08/03/2022
21289,Www.Barprofessionaltra,£253.00,Resources,22/03/2022
26380,Www.Boostpower.Co.Uk,£16.67,People,14/03/2022
7371,Www.Boostpower.Co.Uk,£20.00,People,18/03/2022
22592,Www.Britishgas.Co.,£72.59,People,19/03/2022
22568,Www.Britishgas.Co.,£127.45,People,19/03/2022
22588,Www.Britishgas.Co.,£415.83,People,19/03/2022
18941,Www.Cgpbooks.Co.Uk,£23.95,Communities,14/03/2022
16553,Www.Cgpbooks.Co.Uk,£23.95,Communities,18/03/2022
32652,Www.Cimaglobal.Com,£306.00,Resources,24/03/2022
39424,Www.Coventry.Gov.Uk,£433.22,People,01/03/2022
8157,Www.Coventry.Gov.Uk,£11.00,Resources,11/03/2022
8166,Www.Coventry.Gov.Uk,£11.00,People,11/03/2022
30883,Www.Coventry.Gov.Uk,£155.66,People,14/03/2022
35990,Www.Coventry.Gov.Uk,"£1,037.72",People,15/03/2022
40647,Www.Coventry.Gov.Uk,£81.99,People,17/03/2022
40632,Www.Coventry.Gov.Uk,£155.65,People,17/03/2022
40611,Www.Coventry.Gov.Uk,"£48,109.25",Resources,17/03/2022
2798,Www.Coventry.Gov.Uk,£11.00,People,18/03/2022
2795,Www.Coventry.Gov.Uk,£22.00,People,18/03/2022
32814,Www.Coventry.Gov.Uk,£276.84,People,21/03/2022
32817,Www.Coventry.Gov.Uk,"£1,037.72",People,21/03/2022
43160,Www.Coventry.Gov.Uk,"£36,344.92",Resources,30/03/2022
15804,Www.Coventryhome.Co.Uk,£129.78,People,01/03/2022
15414,Www.Coventryhome.Co.Uk,£501.11,People,02/03/2022
11229,Www.Coventryhome.Co.Uk,£112.75,People,04/03/2022
15312,Www.Coventryhome.Co.Uk,£676.50,People,07/03/2022
15743,Www.Coventryhome.Co.Uk,£112.75,People,15/03/2022
15895,Www.Coventryhome.Co.Uk,£112.75,People,17/03/2022
15899,Www.Coventryhome.Co.Uk,£717.50,People,17/03/2022
14739,Www.Coventryhome.Co.Uk,£717.50,People,23/03/2022
15205,Www.Coventryhome.Co.Uk,£717.50,People,30/03/2022
20584,Www.Cscs.Uk.Com,£30.00,Communities,09/03/2022
22354,Www.Cutpricewholesaler,£81.39,People,31/03/2022
32992,Www.Drainstore.Com,£91.50,Communities,14/03/2022
22220,Www.Dyslexiaactionshop,£288.00,Resources,08/03/2022
21173,Www.Easyequipment.Com,£223.40,Communities,22/03/2022
45912,Www.Equip4work.Co.Uk,£476.00,People,28/03/2022
29417,Www.Flags.Co.Uk,£39.79,Resources,01/03/2022
20092,Www.Fta.Co.Uk,£56.99,Communities,31/03/2022
23466,Www.Furniturechoice.Co,£583.32,People,11/03/2022
29420,Www.Galatent.Co.Uk,"£1,448.77",Resources,01/03/2022
31344,Www.Galatent.Co.Uk,£266.63,Communities,03/03/2022
38667,Www.Gov.Uk,£1.50,Resources,16/03/2022
29989,Www.Gov.Uk,£1.50,Resources,17/03/2022
35984,Www.Gov.Uk,£1.50,Resources,22/03/2022
23061,Www.Hce-Uk.Com,£192.72,Fire and Rescue,15/03/2022
22758,Www.Idcardcentre.Co.Uk,£111.50,Communities,04/03/2022
27110,Www.Johnlewis.Com,£100.00,People,03/03/2022
16048,Www.Lockdoctor.Biz,£6.95,Communities,28/03/2022
16048,Www.Lockdoctor.Biz,£30.96,Communities,28/03/2022
25112,Www.Minervacrafts.Com,£3.16,Resources,23/03/2022
20305,Www.Mitaxis.Com,£73.33,People,10/03/2022
20308,Www.Mitaxis.Com,£225.00,People,10/03/2022
20302,Www.Mitaxis.Com,"£1,666.67",People,10/03/2022
16570,Www.Nuneatonandbedwort,£137.60,People,10/03/2022
16566,Www.Nuneatonandbedwort,£183.94,People,10/03/2022
16574,Www.Nuneatonandbedwort,£421.07,People,10/03/2022
16766,Www.Nuneatonandbedwort,£138.56,People,15/03/2022
14926,Www.Nuneatonandbedwort,£421.07,People,16/03/2022
14922,Www.Nuneatonandbedwort,£560.43,People,16/03/2022
21814,Www.Ofcom.Org.Uk,£75.00,Communities,24/03/2022
27257,Www.Preservationequipm,£123.65,Communities,03/03/2022
30346,Www.Preservationequipm,£196.81,Communities,23/03/2022
30313,Www.Screwfix.Com,£26.95,Communities,17/03/2022
30313,Www.Screwfix.Com,£49.99,Communities,17/03/2022
21424,Www.Screwfix.Com,£59.37,Communities,18/03/2022
29429,Www.Screwfix.Com,£79.16,Communities,22/03/2022
29036,Www.Screwfix.Com,£8.32,Communities,24/03/2022
16975,Www.Smartuk.Net,£176.44,Communities,08/03/2022
4524,Www.Thecleverbaggers.C,£115.79,Communities,12/03/2022
31609,Www.Theworks.Co.Uk,£25.42,People,02/03/2022
36658,Www.Theworks.Co.Uk,£12.99,Communities,09/03/2022
36597,Www.Theworks.Co.Uk,£32.00,Communities,23/03/2022
20593,Www.Tudorenvironmental,£29.15,Communities,03/03/2022
20923,Www.Tudorenvironmental,"£1,551.13",Communities,22/03/2022
23823,Www.Ukpos.Com,£431.69,Communities,08/03/2022
21165,Www.Ukpos.Com,£125.10,Resources,22/03/2022
22630,Www.Utilita.Co.Uk,£20.00,People,18/03/2022
21755,Www.Utilita.Co.Uk,£30.00,People,25/03/2022
23985,Www.Voxi.Co.Uk,£20.00,People,21/03/2022
22089,Www.Warkscol.Ac.Uk,£85.00,Communities,22/03/2022
23345,Www.Wildseed.Co.Uk,£332.80,Communities,18/03/2022
15551,Www.Wmemployers.Org.Uk,£100.00,Resources,16/03/2022
20489,Www.Wonderlandmodels.C,£42.60,People,31/03/2022
737,Yha England & Wales,£126.35,People,17/03/2022
20719,Zoro Uk,£33.32,Communities,17/03/2022
20719,Zoro Uk,£33.32,Communities,17/03/2022
9586,Ztl*morning Sunshine C,£60.00,Communities,19/03/2022
43417,Ztl*taxi Services,£10.83,People,09/03/2022
602107562,,£0.25,Resources,01/03/2022
612109121,,£2.19,Resources,02/03/2022
622114250,,£1.47,Resources,03/03/2022
632134572,,£0.59,Communities,04/03/2022
662114088,,£0.42,Resources,07/03/2022
662113043,,£1.04,Resources,07/03/2022
682110247,,£2.08,Resources,09/03/2022
682110237,,£3.02,Resources,09/03/2022
682110257,,£3.26,Resources,09/03/2022
692112320,,£2.50,Resources,10/03/2022
702111470,,£0.42,Communities,11/03/2022
702111597,,£2.51,Resources,11/03/2022
732111593,,-£2.48,Resources,14/03/2022
732116429,,£0.76,Communities,14/03/2022
762107413,,£4.20,Resources,17/03/2022
822116378,,£4.07,Resources,23/03/2022
882206372,,£0.25,Resources,29/03/2022
892110268,,£2.23,Resources,30/03/2022
